FAMILY NAME,Species name,Author,FE_CH,FE_AN,FE_AP,FE_KM,FE_KL,FE_OK,FE_AL,FE_NJ,FE_DA,FE_KA,FE_KO,FE_NS,FE_NK,FE_UZ,FE_LZ,FE_BU,FE_AM,FE_US,FE_SS,FE_SK,SI_TUM_YA,SI_TUM_HM,SI_TUM_TB,SI_KU,SI_OMS,SI_TOM,SI_NOV,SI_KEM,SI_ALT_BA,SI_ALT_GO,SI_KRA_TA,SI_KRA_PU,SI_KRA_TN,SI_KRA_HA,SI_KRA_VE,SI_TUV,SI_IRK_AN,SI_IRK_PR,SI_BUR_NO,SI_BUR_SO,SI_CHI_KA,SI_CHI_SH,SI_YAK_AR,SI_YAK_OL,SI_YAK_VI,SI_YAK_AL,SI_YAK_YA,SI_YAK_KO,MONG1,MONG2,MONG3,MONG4,MONG5,MONG6,MONG7,MONG8,MONG9,MONG10,MONG11,MONG12,MONG13,MONG14,MONG15,MONG16,CH_M,CH_N,CH_O,CH_P,KZ_1,KZ_2,KZ_3,KZ_4,KZ_5,KZ_6,KZ_7,KZ_8,KZ_9,KZ_10,KZ_11,KZ_12,KZ_13,KZ_14,KZ_15,KZ_16,KZ_17,KZ_18,KZ_19,KZ_20,KZ_21,KZ_22,KZ_23,KZ_24,KZ_25,KZ_26,KZ_27,KZ_28,KZ_29,KR_Je,KR_Cn,KR_Cp,KR_Kn  ,KR_Kp,KR_Ui,KR_Tn,KR_Tp,KR_Ky,KR_Ka,KR_Wh,KR_Pn,KR_Pp,KR_Hn,KR_Hp,
Salicaceae,Populus nigra,,,,,,,,,,,,,,,,,2,,2,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus pilosa,Rehd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus pruinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus pseudosimonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus sieboldii,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus simonii,Carr.,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,3,3,,,,,,3,,,,,,,,,,,,,,,3,,,3,3,,1,,1,,,,,1,1,,1,1,1,1,
Salicaceae,Populus suaveolens,Fisch.,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus talassica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,
Salicaceae,Populus tremula,L.,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus villosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus x canescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Portulacaceae,Portulaca oleracea,L.,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton acutifolius,Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton alpinus,Balb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton amblyophyllus,C.A. Mey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton berchtoldii,Fieb.,,1,1,,1,,,,,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton borealis,,1,,,1,,1,,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton chakassiensis,(Kaschina) Volobaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton compressus,L.,,,,,,1,,,,1,,,,,1,1,1,,,,,,1,,1,1,1,1,1,1,,,1,,1,,1,1,1,1,1,1,,,1,1,,1,1,,,,,,,,,1,,,,1,,,,1,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton crispus,L.,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,1,,1,1,1,,,,1,1,1,,,1,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton cristatus,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
Potamogetonaceae,Potamogeton distinctus,,,,,,,1,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton filiformis,Pers.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,,1,,,1,1,1,,,,,1,,,,,,,,,1,,,,1,1,,,1,1,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton friesii,Rupr.,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton fryeri,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,
Potamogetonaceae,Potamogeton gramineus,L.,,,,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,,1,,1,,,,1,,,1,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton juzepczukii,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton lucens,L.,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton maackianus,,,,,,,1,,,,1,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Potamogetonaceae,Potamogeton macrocarpus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton malaianus,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton manchuriensis,(A.Benn.) A. Benn.,,,,,,,,,1,,,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton natans,L.,,,,,1,1,,,,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,,,1,,,,
Potamogetonaceae,Potamogeton nodosus,Poir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton obtusifolius,Mert. et Koch,,,,,1,,,,,1,,,,,1,,,,,,,1,1,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton octandrus,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton oxyphyllus,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Potamogetonaceae,Potamogeton pamiricus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton pectinatus,L.,1,,1,,,1,,,,1,,1,1,,,,,1,,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton perfoliatus,L.,,1,1,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,
Potamogetonaceae,Potamogeton praelongus,Wulf.,,1,1,1,,1,,,,1,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton pusillus,L.,,,,,,,,,,1,,,,,,,,1,,,,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,1,,1,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton richardsonii,,1,,1,,,1,1,,,1,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton rostratus,Hagstr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,,,,,1,,,,,,1,,,,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton rutilus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton sibiricus,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton subretusus,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton tenuifolius,Rafin.,,1,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton trichoides,Cham. et Schlecht.,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton vaginatus,Turcz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,,1,1,,1,,,,1,,1,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton x fauriei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogetonaceae,Potamogeton X nitens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potaninia mongolica,Maxim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla acaulis,L.,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,1,1,1,1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla acervata,Sojak,,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,1,,,1,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla adenotricha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla altaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla anachoretica,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla anadyrensis,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla ancistrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla anserina,,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla aphanes,Sojak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla approximata,,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla arenaria,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla arenosa,,1,1,1,,1,1,1,,,1,,1,,1,,,,,,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla argentea,,,,,,,2,,,,2,,2,,2,2,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla asiatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,
Rosaceae,Potentilla asperrima,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla astragalifolia,Bunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla beringensis,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla beringii,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla biflora,Willd. ex Schlecht.,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,1,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla bifurca,L.,,,,,,,2,,,,,,,,,,,2,,,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,,1,1,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,
Rosaceae,Potentilla canescens,,,,,,,,,,,2,,,,,,2,2,2,2,,,,1,1,1,1,1,1,1,1,,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Rosaceae,Potentilla centigrana,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,1,
Rosaceae,Potentilla chenteica,Sojak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla chinensis,Ser.,,,,,,,,,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Rosaceae,Potentilla chrysantha,Trev.,2,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla collina,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla conferta,Bunge,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla crantzii,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla crebridens,Juz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla cryptotaeniae,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
Rosaceae,Potentilla czerepninii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Potentilla dasyphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
